y,days,monastery,log_days
2.0,1,0,0.0
6.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
4.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
5.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
6.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
5.0,1,0,0.0
3.0,1,0,0.0
7.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
7.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
5.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
3.0,1,0,0.0
5.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
5.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
5.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
5.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
6.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
6.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
5.0,1,0,0.0
6.0,1,0,0.0
2.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
3.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
8.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
5.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
4.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
2.0,1,0,0.0
2.0,1,0,0.0
0.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
0.0,1,0,0.0
3.0,1,0,0.0
2.0,1,0,0.0
1.0,1,0,0.0
4.0,1,0,0.0
